Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,10,SUBWAY,,http://www.subway.com/,5745 N Martin Luther King Ave,,United States,USA,,,,,,,,,73111,(405) 604-9890,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,707,SUBWAY,,http://www.subway.com/,9115 NE 23rd St,,United States,USA,,,,,,,,,73141,(405) 769-3051,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,708,SUBWAY,,http://www.subway.com/,1215 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 733-1100,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,709,Henry Hudson\'s,,http://www.henryhudsonspub.com,3509 NW 58th St,,United States,USA,,,,,,,,,73112,(405) 946-5771,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,710,Guatelinda,,http://www.yellowpages.com/oklahoma-city-ok/mip/guatelinda-15102769?lid=15102769,3037 NW 16th St,,United States,USA,,,,,,,,,73107,(405) 609-1682,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,711,T & D Catering,,http://www.yellowpages.com/oklahoma-city-ok/mip/t-d-catering-461972093?lid=461972093,2816 NW 10th St,,United States,USA,,,,,,,,,73107,(405) 946-3862,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,712,China Queen,,http://www.yellowpages.com/oklahoma-city-ok/mip/china-queen-592281?lid=592281,2900 S I 35 Service Rd,,United States,USA,,,,,,,,,73129,(405) 670-4488,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,713,Mi Casa Su Casa,,http://www.yellowpages.com/oklahoma-city-ok/mip/mi-casa-su-casa-467177127?lid=467177127,3207 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 208-4059,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,714,Smokey\'s Barbeque & Diner,,http://www.yellowpages.com/oklahoma-city-ok/mip/smokeys-barbeque-diner-462201698?lid=462201698,3207 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 948-2001,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,715,Hardee\'s,,http://www.hardees.com,7900 E Reno Ave,,United States,USA,,,,,,,,,73110,(405) 736-6043,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,716,Carl\'s Jr.,,http://www.carlsjr.com,7900 E Reno Ave,,United States,USA,,,,,,,,,73110,(405) 736-6043,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,717,The Mill Bar & Grill,,http://www.yellowpages.com/oklahoma-city-ok/mip/the-mill-bar-grill-2944304?lid=2944304,3600 NW 58th St,,United States,USA,,,,,,,,,73112,(405) 949-0504,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,718,Ranch Steakhouse,,http://www.ranchsteakhouse.com,3000 W Britton Rd,,United States,USA,,,,,,,,,73120,(405) 755-3501,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,719,Primo\'s Italian Restaurant,,http://primositalian.com,5661 Tinker Diagonal,,United States,USA,,,,,,,,,73110,(405) 736-9090,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,720,The 19th Hole,,http://www.yellowpages.com/oklahoma-city-ok/mip/the-19th-hole-4788846?lid=4788846,1830 SE 29th St,,United States,USA,,,,,,,,,73129,(405) 602-5940,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,721,Grand Deli,,http://www.yellowpages.com/oklahoma-city-ok/mip/grand-deli-6374719?lid=6374719,3501 NW 63rd St,,United States,USA,,,,,,,,,73116,(405) 840-1511,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,722,Conifer Enterprises,,http://www.yellowpages.com/oklahoma-city-ok/mip/conifer-enterprises-14608993?lid=14608993,8000 E Reno Ave,,United States,USA,,,,,,,,,73110,(405) 741-2113,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,723,McDonald\'s,,http://www.mcdonalds.com,8000 E Reno Ave,,United States,USA,,,,,,,,,73110,(405) 741-2113,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,724,Cocina Guatelinda,,http://www.guatelindaok.com/,3043 Nw 16th St,,United States,USA,,,,,,,,,73107,(405) 601-1300,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,725,McDonald\'s,,http://www.mcdonalds.com,1501 SE 29th St,,United States,USA,,,,,,,,,73129,(405) 672-9785,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,726,Jimmy\'s Egg Restaurant,,http://www.jimmysegg.com/,6805 SE 15th St,,United States,USA,,,,,,,,,73110,(405) 732-6433,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,727,Sonic Drive-In,,http://www.sonicdrivein.com/,3000 S I 35 Service Rd,,United States,USA,,,,,,,,,73129,(405) 670-1775,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,728,City Bites Subs,,http://citybitesinc.com,6811 SE 15th St,,United States,USA,,,,,,,,,73110,(405) 733-5252,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,729,China House,,http://www.yellowpages.com/oklahoma-city-ok/mip/china-house-3317003?lid=3317003,140 S Midwest Blvd,,United States,USA,,,,,,,,,73110,(405) 732-7345,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,730,IHOP,,http://www.ihop.com,1421 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 741-4440,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,731,On The Border Mexican Grill & Cantina,,http://www.ontheborder.com,3500 NW Expressway,,United States,USA,,,,,,,,,73112,(405) 948-0500,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,732,Romano\'s Macaroni Grill,,http://www.macaronigrill.com/,3510 NW Expressway,,United States,USA,,,,,,,,,73112,(405) 948-0055,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,733,Boca Boca,,http://www.yellowpages.com/oklahoma-city-ok/mip/boca-boca-457032403?lid=457032403,9610 N May Ave,,United States,USA,,,,,,,,,73120,(405) 755-2622,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,734,Sean Cummings Irish Pub,,http://www.yellowpages.com/oklahoma-city-ok/mip/sean-cummings-irish-pub-22303787?lid=22303787,9610 N May Ave,,United States,USA,,,,,,,,,73120,(405) 755-2622,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,735,KFC,,http://www.kfc.com,1420 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 737-3016,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,736,Kentucky Fried Chicken-- Midwest City--,,http://www.yellowpages.com/oklahoma-city-ok/mip/kentucky-fried-chicken-midwest-city--468490360?lid=468490360,1420 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 737-3016,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,737,Denny\'s,,http://www.dennys.com,3024 S I 35 Service Rd,,United States,USA,,,,,,,,,73129,(405) 670-3234,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,738,Taco Bueno,,http://www.tacobueno.com/,1440 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 733-2301,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,739,Pizza Land,,http://www.pizzalandokc.com,3104 NW 16th St,,United States,USA,,,,,,,,,73107,(405) 521-8788,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,740,Johnnie\'s Charcoal Broiler,,http://www.johnniesok.com,W Britton Road,,United States,USA,,,,,,,,,73120,(405) 751-2565,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,741,Pizza Inn,,http://www.pizzainn.com,200 S Midwest Blvd,,United States,USA,,,,,,,,,73110,(405) 733-1731,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,742,Hefner Grill,,http://www.hefnergrill.com,9201 Lake Hefner Pkwy,,United States,USA,,,,,,,,,73120,(405) 748-6113,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,743,Lakeside,,http://hefnergrill.ehsrg.com/lakeside-fish-grill/,9201 Lake Hefner Pkwy,,United States,USA,,,,,,,,,73120,(405) 748-6113,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,744,Jaramillo\'s Mexican Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/jaramillos-mexican-restaurant-20439667?lid=20439667,9205 NE 23rd St,,United States,USA,,,,,,,,,73141,(405) 769-9600,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,745,Taqueria La Ori,,http://www.yellowpages.com/oklahoma-city-ok/mip/taqueria-la-ori-461375653?lid=461375653,36 W Memorial Rd,,United States,USA,,,,,,,,,73114,(405) 286-0778,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,746,Golden Chick,,http://www.goldenchickok.com,250 S Midwest Blvd,,United States,USA,,,,,,,,,73110,(405) 733-9996,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,747,Arby\'s,,http://www.arbys.com,3321 NW 23rd St Ste 106,,United States,USA,,,,,,,,,73107,(405) 943-3822,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,748,Mama Lou\'s,,http://www.yellowpages.com/oklahoma-city-ok/mip/mama-lous-1264574?lid=1264574,1427 SE 30th St,,United States,USA,,,,,,,,,73129,(405) 670-1667,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,749,Schlotzsky\'s,,http://www.schlotzskys.com,1600 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 733-7711,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,750,Hardee\'s,,http://www.hardees.com,1600 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 733-0027,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,751,Jacobo Tacos,,http://www.yellowpages.com/oklahoma-city-ok/mip/jacobo-tacos-460102801?lid=460102801,2701 S Central Ave,,United States,USA,,,,,,,,,73129,(405) 601-1555,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,752,Jim\'s Stop & Save,,http://www.yellowpages.com/oklahoma-city-ok/mip/jims-stop-save-450949994?lid=450949994,2701 S Central Ave,,United States,USA,,,,,,,,,73129,(405) 634-7760,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,753,Mama Roja,,http://www.mamaroja.com,9219 Lake Hefner Pkwy,,United States,USA,,,,,,,,,73120,(405) 302-6262,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,754,Redrock Canyon Grill,,http://www.redrockcanyongrill.com,9221 Lake Hefner Pkwy,,United States,USA,,,,,,,,,73120,(405) 749-1995,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,755,Sonic Drive-In,,http://www.sonicdrivein.com/,3342 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 943-1193,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,756,Burger King,,http://www.bk.com,300 S Midwest Blvd,,United States,USA,,,,,,,,,73110,(405) 737-2991,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,757,Studio 6 Motel,,http://www.motel6.com/reservations/motel_detail.aspx?num=6003&utm_source=googleplaces&utm_medium=local&utm_campaign=local,5801 Tinker Diagonal,,United States,USA,,,,,,,,,73110,(405) 737-4416,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,758,Krusty\'s Cajun Fried Catfish,,http://www.yellowpages.com/oklahoma-city-ok/mip/krustys-cajun-fried-catfish-461734205?lid=461734205,8937 NE 10th St,,United States,USA,,,,,,,,,73110,(405) 741-5711,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,759,Wingstop Restaurant,,http://www.wingstop.com/,3631 NW 39th St,,United States,USA,,,,,,,,,73112,(405) 947-9464,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,760,El Potosino,,http://www.yellowpages.com/oklahoma-city-ok/mip/el-potosino-457899212?lid=457899212,2500 S Robinson Ave,,United States,USA,,,,,,,,,73109,(405) 602-0650,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,761,El Alex,,http://www.yellowpages.com/oklahoma-city-ok/mip/el-alex-15778749?lid=15778749,2505 S Robinson Ave,,United States,USA,,,,,,,,,73109,(405) 604-5921,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,762,Arby\'s,,http://www.arbys.com,1700 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 732-8353,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,763,Billy Sims BBQ,,http://billysimsbbq.com,1701 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 455-7780,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,764,Quiznos Classic Subs,,http://www.quiznos.com,1701 S Air Depot Blvd,,United States,USA,,,,,,,,,73110,(405) 869-7222,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,765,Jim\'s Barbecue,,http://www.yellowpages.com/oklahoma-city-ok/mip/jims-barbecue-2581404?lid=2581404,221 SW 24th St,,United States,USA,,,,,,,,,73109,(405) 239-2770,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,766,Taco Mayo,,http://www.tacomayo.com,7010 SE 15th St Bldg A,,United States,USA,,,,,,,,,73110,(405) 733-8850,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,767,Mackie McNear\'s Steak House,,http://www.yellowpages.com/oklahoma-city-ok/mip/mackie-mcnears-steak-house-9489387?lid=9489387,7010 SE 15th St,,United States,USA,,,,,,,,,73110,(405) 737-8783,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,768,Mandarin Garden,,http://www.yellowpages.com/oklahoma-city-ok/mip/mandarin-garden-359321?lid=359321,7016 SE 15th St,,United States,USA,,,,,,,,,73110,(405) 733-3552,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,769,Cabab N\' Curry,,http://www.yellowpages.com/oklahoma-city-ok/mip/cabab-n-curry-463708485?lid=463708485,11921 N Pennsylvania Ave,,United States,USA,,,,,,,,,73120,(405) 752-5283,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,770,Coit\'s Root-Beer Drive In,,http://www.yellowpages.com/oklahoma-city-ok/mip/coits-root-beer-drive-in-4622522?lid=4622522,5001 N Portland Ave,,United States,USA,,,,,,,,,73112,(405) 946-8778,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,771,McDonald\'s,,http://www.mcdonalds.com,7025 SE 15th St,,United States,USA,,,,,,,,,73110,(405) 737-8600,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,772,Restaurant El Milagro,,http://www.yellowpages.com/oklahoma-city-ok/mip/restaurant-el-milagro-7206744?lid=7206744,2534 S Robinson Ave,,United States,USA,,,,,,,,,73109,(405) 602-6826,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,773,Cocina Azteca,,http://www.yellowpages.com/oklahoma-city-ok/mip/cocina-azteca-19585359?lid=19585359,2534 S Robinson Ave,,United States,USA,,,,,,,,,73109,(405) 235-2005,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,774,SUBWAY,,http://www.subway.com/,3706 NW 50th St,,United States,USA,,,,,,,,,73112,(405) 943-4332,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,775,Sonic Drive-In,,http://www.sonicdrivein.com/,649 SE 29th St,,United States,USA,,,,,,,,,73129,(405) 634-7170,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,776,Hugo\'s Taquizas,,http://www.yellowpages.com/oklahoma-city-ok/mip/hugos-taquizas-461796221?lid=461796221,3409 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 601-1244,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,777,Arby\'s,,http://www.arbys.com,3420 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 949-1021,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,778,Burger King,,http://www.bk.com,4400 SE 29th St,,United States,USA,,,,,,,,,73115,(405) 672-4411,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,779,Mandarin Chinese Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/mandarin-chinese-restaurant-3390573?lid=3390573,4401 SE 29th St,,United States,USA,,,,,,,,,73115,(405) 672-3983,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,780,Long Zhu Chinese Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/long-zhu-chinese-restaurant-8791060?lid=8791060,4416 SE 29th St,,United States,USA,,,,,,,,,73115,(405) 601-8878,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,781,SUBWAY,,http://www.subway.com/,4431 SE 29th St,,United States,USA,,,,,,,,,73115,(405) 672-5190,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,782,Raspberries N\' Creme,,http://www.yellowpages.com/oklahoma-city-ok/mip/raspberries-n-creme-8117952?lid=8117952,2925 Lakeside Cir,,United States,USA,,,,,,,,,73120,(405) 755-3560,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
