Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Event ID,Event Title,Event Email,Event URL,Event Address,Event Location Name,Event Contact Name,Event Start Date,Event End Date,Event Start Time,Start Time Mode,Event End Time,End Time Mode,Event Country,Event Country Abbreviation,Event Region,Event Region Abbreviation,Event State,Event State Abbreviation,Event City,Event City Abbreviation,Event Neighborhood,Event Neighborhood Abbreviation,Event Postal Code,Event Phone,Event Short Description,Event Long Description,Event Keywords,Updated Date,Event Renewal Date,Event Status,Event Level,Event Category 1,Event Category 2,Event Category 3,Event Category 4,Event Category 5
,,,,,,,,,,,,,,,,66,Golden State Million Futurity,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20GSD%20Nom.pdf,,Los Alamitos Race Course,, 11/04/2012, 11/04/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,67,Los Alamitos Super Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20LosAl%20Super%20Derby.pdf,,Los Alamitos Race Course,, 11/03/2012, 11/03/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,68,Robert L Boniface Los Alamitos Inv\'Nal Champ,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 10/28/2012, 10/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,69,New Mexico Classic Derby,,,,Zia Park,, 10/28/2012, 10/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,70,New Mexico Classic Futurity,,,,Zia Park,, 10/28/2012, 10/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,71,Terrace Hill Stakes,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 10/26/2012, 10/26/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,72,Altoona Derby,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,73,Two Rivers Stakes,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,74,Valley Junction Futurity,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,75,Turf Paradise Championship Challenge,,,,Turf Paradise,, 10/14/2012, 10/14/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,76,Pcqhra Breeders\' Futurity,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/Noms_BreedersFuturity2012.pdf,,Los Alamitos Race Course,, 10/06/2012, 10/06/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,77,Pcqhra Breeders\' Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/Nom_BreedersDerby2012.pdf,,Los Alamitos Race Course,, 10/05/2012, 10/05/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,78,Mildred N Vessels Memorial Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 09/30/2012, 09/30/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,79,Go Man Go Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 09/23/2012, 09/23/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,80,Prairie Meadows Derby Challenge,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,81,Prairie Meadows Distance Challenge,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,PM,United States,USA,,,,,,,,,,,870,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,82,All American Futurity,,http://www.raceruidoso.com/uploads/13192178082012%20AA%20Fut%20Nom%20Form.pdf,,Ruidoso Downs,, 09/03/2012, 09/03/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,83,All American Derby,,http://www.raceruidoso.com/uploads/13234493352013%20TRIPLE%20CROWN%20NOMINATION%20FORM.pdf,,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,84,All American Gold Cup,,,,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,85,Gillespie County Fair Futurity,,,,Gillespie Downs,, 08/26/2012, 08/26/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,86,Golden State Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20GSD%20Nom.pdf,,Los Alamitos Race Course,, 08/26/2012, 08/26/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,87,Mile High Futurity,,,,Arapahoe Park,, 08/19/2012, 08/19/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,88,Los Alamitos Championship Challenge,,,,Los Alamitos Race Course,, 08/19/2012, 08/19/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,89,Los Alamitos Distaff Challenge,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 08/18/2012, 08/18/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,90,Black Gold Futurity Championship,,,,Will Rogers Downs,, 08/08/2012, 08/08/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,91,Kansas Jackpot Futurity,,,,Will Rogers Downs,, 08/08/2012, 08/08/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,92,Speedhorse Gold And Silver Cup Futurity,,,,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,93,Speedhorse Gold And Silver Cup Derby,,,,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,94,Tqha Sale Futurity,,,,Retama Park,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,95,Zia Futurity,,http://www.raceruidoso.com/uploads/13120476422012%20Zia%20Futurity%20Nomination%20Form.pdf,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,96,Zia Handicap,,,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,97,Zia Derby,,http://www.raceruidoso.com/uploads/13120476422012%20Zia%20Derby%20Nomination%20Form.pdf,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,98,Zia Park Championship,,,,Zia Park,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,99,Spencer Childers California Breeders\' Championship,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,100,Governor\'S Cup Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20GSD%20Nom.pdf,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,101,Governor\'s Cup Futurity,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20GSD%20Nom.pdf,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,102,California Breeders\' Matron Stakes,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,103,Rainbow Derby,,http://www.raceruidoso.com/uploads/13234493352013%20TRIPLE%20CROWN%20NOMINATION%20FORM.pdf,,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,104,Rainbow Futurity,,http://www.raceruidoso.com/uploads/13192177892012%20Rnbo%20Fut%20Nom%20Form.pdf,,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,105,Lee Berwick Memorial Louisiana Bred Futurity,,,,Delta Downs,, 07/14/2012, 07/14/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,106,Louisiana Classic ,,,,Delta Downs,, 07/14/2012, 07/14/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,107,Vinton Stakes,,,,Delta Downs,, 07/14/2012, 07/14/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,108,Vessels Maturity,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2012%20Vessels%20Mat%20Nom.pdf,,Los Alamitos Race Course,, 07/08/2012, 07/08/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,109,Firecracker Futurity,,,,Delta Downs,, 07/07/2012, 07/07/2012,,PM,,PM,United States,USA,,,,,,,,,,,350,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,110,Ruidoso Select Yearling Sale,DReed@RaceRuidoso.com,http://www.ruidososelectyearlingsale.com/,100 No. Joe Welch,Ruidoso Horse Sale Co.,Diane Reed, 09/01/2012, 09/02/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso Downs,,,,88346-909,(575) 378-4474 ,,,, 07/06/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,,111,TQHA Yearling Sale,,http://www.tqha.com/racing/tqha-yearling-sale,7615 Jones Maltsberger Road,Hyatt Place San Antonio Airport/Quarry Market,, 07/27/2012, 07/28/2012,,PM,,PM,United States,USA,,,Texas,TX,San Antonio,,,,78216,(800) 945-6157,,,, 07/06/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
